0,6;1;1;2;0;0;2;0;1;0;2;78;2;3;0;0;1;8112018;1;1;1;1;1;2;4;1;4;0;4;2;4;1;4;2;1;1;1;4;3;1;4;2;1;1;1;3;3;1;3;1;2;1;1;1;2;1;3;3;3;1;1
0,61;1;1;2;0;0;2;0;1;0;1;69;2;5;0;0;1;14032018;3;1;1;1;2;2;4;1;3;1;4;1;4;1;4;1;2;4;1;4;2;1;4;4;1;4;0;4;1;3;3;2;2;2;1;1;2;1;1;1;4;1;1
0,62;1;1;2;0;0;2;0;1;0;2;64;2;4;0;0;1;24032017;1;1;3;4;4;4;4;3;1;1;4;3;1;1;2;2;3;1;1;2;3;2;2;4;2;3;3;3;3;3;3;3;3;2;3;1;1;1;3;2;3;3;3
0,63;1;1;1;4032019;10;2;0;1;0;1;70;2;5;0;0;1;5022019;1;2;3;1;1;4;4;4;4;2;3;4;4;1;3;0;1;0;4;4;4;1;4;4;2;4;1;4;1;4;4;3;4;3;3;4;1;1;4;4;4;3;1
0,64;1;1;1;4032019;10;2;0;1;0;2;63;1;3;0;0;1;15022019;2;4;4;4;3;4;1;1;1;4;1;4;4;4;4;0;1;1;1;4;1;4;1;4;1;1;4;4;1;1;4;4;4;4;1;4;1;1;1;1;4;1;4
0,65;1;1;0;0;0;1;0;1;0;1;74;4;2;0;0;1;3042017;1;4;1;4;3;3;1;4;4;1;4;4;4;1;4;4;0;4;1;4;1;1;2;1;3;1;3;4;4;4;4;1;2;4;1;0;4;1;4;4;4;3;2
0,66;1;1;0;0;0;2;0;1;0;2;66;2;2;0;0;1;27022014;1;1;2;1;1;2;2;1;4;1;1;4;4;3;4;1;4;1;1;4;4;1;4;4;1;2;1;4;1;1;4;3;2;4;3;1;3;2;4;4;4;1;1
0,67;1;1;2;0;0;2;0;1;0;2;72;2;4;0;0;1;20112018;1;2;2;1;3;3;4;1;3;1;4;2;2;3;2;1;4;2;1;3;2;1;2;3;2;3;2;3;2;2;3;3;3;1;3;1;2;1;4;2;4;2;2
0,68;1;1;2;0;0;2;0;1;0;2;61;2;4;0;0;1;4052018;1;1;1;2;1;1;2;1;3;3;4;1;3;1;4;1;3;4;1;4;1;1;4;1;1;1;2;2;1;1;1;2;2;1;1;1;4;1;1;2;4;1;1
0,69;1;1;0;0;0;2;0;1;0;2;68;1;3;0;0;1;4122018;1;2;1;3;1;1;4;1;4;4;4;1;4;3;4;4;0;4;4;4;1;1;4;4;1;4;4;4;1;3;4;1;1;4;1;1;4;1;4;4;4;1;1
0,7;1;1;0;0;0;2;0;1;0;2;80;2;4;0;0;1;9032018;1;4;1;1;1;2;3;1;1;1;4;3;3;1;0;1;4;1;1;0;3;1;3;4;1;4;2;4;3;4;1;3;3;3;1;1;1;1;1;3;1;1;1
0,71;1;1;0;0;0;1;0;1;0;1;71;2;3;0;0;1;23112018;1;2;2;1;1;1;4;1;3;1;3;3;3;2;4;3;1;1;1;4;4;1;3;3;1;4;1;3;1;1;4;1;1;3;1;1;3;3;4;3;3;2;1
0,72;1;1;0;0;0;1;0;1;0;2;75;2;3;0;0;1;29112018;1;2;1;4;1;1;4;4;1;1;4;4;4;1;4;1;4;1;4;4;4;1;4;4;1;4;4;4;1;1;4;1;1;4;4;1;1;1;4;4;4;1;1
0,73;1;1;2;0;0;2;0;1;0;2;70;4;4;0;0;1;15012019;1;2;1;1;1;1;3;1;3;1;1;1;4;1;3;4;1;1;1;3;1;1;3;4;0;0;1;4;2;1;3;0;0;0;1;0;0;1;1;3;3;1;1
0,74;1;1;2;0;0;2;0;1;0;1;88;1;4;0;0;1;7012019;1;2;3;1;1;3;2;2;4;1;2;2;2;1;2;3;2;1;1;2;3;2;2;2;2;3;1;4;2;2;4;4;3;3;3;2;1;1;3;2;3;2;2
0,75;1;1;2;0;0;2;0;1;0;2;83;2;2;0;0;1;23082018;1;1;2;1;4;3;4;2;2;2;3;2;2;1;3;4;3;4;2;2;3;2;3;3;2;3;2;3;2;4;4;4;4;2;4;2;1;1;3;3;3;2;2
0,76;1;1;2;0;0;2;0;1;0;2;82;2;1;0;0;1;30032017;1;1;2;2;1;4;4;1;2;1;4;2;3;1;3;2;3;1;1;3;3;1;2;2;1;3;2;3;2;3;4;1;2;1;3;1;2;1;3;2;3;1;1
0,77;1;1;2;0;0;2;0;1;0;2;75;2;4;0;0;1;26062017;1;1;2;2;4;3;3;1;1;1;4;1;4;3;2;1;1;3;1;3;2;1;3;2;1;3;1;2;2;3;3;3;2;1;3;1;1;1;4;2;4;3;2
0,78;1;1;0;0;0;1;0;1;0;2;49;3;4;0;0;1;11042015;1;2;1;2;1;1;2;1;4;1;4;3;4;1;4;3;4;1;1;4;1;1;4;4;1;3;1;4;1;1;4;1;2;1;1;1;3;1;4;4;4;1;1
0,79;1;1;2;0;0;2;0;1;0;2;65;2;3;0;0;1;5022019;1;1;2;3;1;2;2;1;3;3;3;1;4;1;1;1;3;1;1;4;1;1;3;3;1;1;2;3;1;2;3;3;2;1;1;1;1;2;3;4;3;1;1
0,8;1;1;2;0;0;2;0;1;0;2;66;1;5;0;0;1;7012019;1;2;2;2;1;1;1;1;4;1;1;4;4;1;2;1;1;1;1;3;1;2;4;3;1;1;1;3;1;1;1;3;3;2;1;1;3;1;1;4;4;1;1
0,81;1;1;2;0;0;2;0;1;0;1;80;1;4;0;0;1;17082018;1;2;2;3;3;1;1;1;3;1;1;3;4;1;4;3;1;1;1;4;1;2;3;3;1;1;3;1;2;1;4;3;3;2;1;1;1;1;1;3;3;2;2
0,82;1;1;2;0;0;2;0;1;0;2;71;2;2;0;0;1;13022019;1;1;2;3;4;3;4;2;1;1;3;2;2;1;2;1;2;4;1;4;2;1;4;2;1;3;2;4;2;1;3;3;2;2;2;1;1;1;3;3;3;3;2
0,83;1;1;0;0;0;2;0;1;0;1;59;2;3;0;0;1;24022019;1;2;2;1;1;1;4;1;3;1;4;3;3;1;4;1;3;1;1;3;2;1;3;3;1;3;1;4;2;3;3;3;2;2;2;2;2;2;4;3;3;1;1
0,84;1;1;0;0;0;2;0;1;0;1;44;2;5;0;0;1;7112018;1;4;2;4;1;3;0;0;0;1;0;2;3;3;3;2;0;2;0;3;0;1;2;4;3;0;2;3;2;0;4;4;4;3;0;0;0;0;0;3;4;2;2
0,85;1;4;0;0;0;7;0;2;0;1;75;2;2;0;0;1;17072018;1;4;2;2;1;1;4;2;2;1;3;3;2;1;4;4;4;1;2;1;2;1;2;2;2;3;4;2;4;2;4;4;4;1;1;2;1;3;1;4;1;2;2
0,86;1;4;0;0;0;7;1;2;0;1;75;5;4;0;0;1;21062018;1;4;2;3;1;2;1;3;4;1;2;4;4;1;4;3;2;1;3;4;1;1;3;4;4;1;2;4;3;1;1;3;3;3;1;1;4;1;1;3;3;2;4
0,87;1;4;0;0;0;7;2;2;0;2;88;2;2;0;0;1;2082018;1;1;2;3;2;1;3;2;2;1;2;3;4;1;4;2;2;1;3;3;2;2;2;2;2;2;2;3;2;1;4;3;3;3;1;2;2;1;2;4;1;2;3
0,88;1;4;0;0;0;7;1;2;0;1;84;2;3;0;0;1;19122016;1;4;3;4;3;3;2;2;1;1;2;3;2;3;4;3;2;2;1;2;1;2;2;3;4;1;3;2;3;1;2;4;4;4;1;1;1;1;1;4;2;4;2
0,89;1;4;0;0;0;7;3;2;0;1;85;4;1;0;0;1;21122018;1;4;2;4;2;1;1;1;3;1;1;3;3;1;3;1;1;1;1;3;1;1;2;3;2;1;3;3;2;1;3;2;2;2;1;1;3;1;1;3;2;1;3
0,9;1;4;0;0;0;7;4;3;0;1;52;1;4;0;0;1;15052018;1;1;1;2;1;1;4;1;1;1;4;2;3;1;3;3;4;1;1;4;2;1;2;4;1;4;1;4;1;1;4;1;2;2;4;1;2;1;1;3;1;1;4
0,91;1;4;0;0;0;7;5;2;0;2;80;2;2;0;0;1;23022018;1;4;1;3;3;2;4;1;1;1;4;4;4;1;4;3;3;1;1;4;3;1;4;4;3;2;2;4;2;3;4;2;2;3;1;1;3;1;4;2;1;2;4
0,92;1;4;0;0;0;7;0;1;5;2;79;2;2;0;0;1;17072018;1;1;1;1;2;2;3;1;3;1;3;3;2;2;3;3;2;1;1;3;3;1;3;2;3;2;1;2;2;2;4;2;3;2;3;2;3;1;2;2;2;3;4
0,93;1;1;0;0;0;1;0;1;0;1;56;2;3;0;0;1;10102015;2;4;2;4;2;2;4;2;2;1;4;4;4;4;4;4;2;1;1;4;4;1;2;3;2;3;1;3;2;3;4;0;0;3;4;1;1;4;4;2;3;3;1
0,94;1;1;2;0;0;2;0;1;0;1;77;2;3;0;0;1;6082018;1;2;2;3;1;1;1;1;3;1;3;2;3;1;2;4;1;1;1;3;1;1;3;3;1;2;1;3;1;1;2;1;2;3;1;1;4;1;0;0;0;0;0
0,95;1;1;2;0;0;2;0;1;0;2;77;2;2;0;0;1;21032019;1;1;2;4;1;4;3;1;3;1;3;1;4;0;3;1;3;1;1;3;2;1;4;4;1;2;2;3;1;2;4;3;2;1;1;2;2;1;1;2;1;1;1
0,96;1;1;2;0;0;2;0;1;0;2;77;2;2;0;0;1;14112017;1;1;0;2;1;3;2;0;3;2;2;2;3;1;3;2;1;3;1;2;3;2;3;2;1;4;2;1;2;2;4;2;0;3;1;1;1;1;0;3;3;1;1
0,97;1;1;0;0;0;3;0;2;0;2;82;2;4;0;0;1;0;1;0;1;3;3;3;3;4;4;3;2;3;2;3;3;2;1;4;3;4;2;2;3;2;3;3;3;3;2;3;2;2;3;2;3;3;2;3;4;3;2;2;3
0,98;1;1;0;0;0;3;0;2;0;2;75;2;2;0;0;1;0;1;0;3;4;3;3;4;3;4;1;1;3;2;3;3;3;2;2;2;2;2;2;2;2;2;2;3;4;1;1;2;2;2;1;2;2;2;2;3;2;2;3;2
0,99;1;1;0;0;0;3;0;0;0;2;77;2;0;0;0;1;0;1;0;3;2;3;2;4;4;4;1;2;4;2;3;3;3;1;2;1;3;2;1;2;2;2;2;3;2;2;3;3;2;2;2;2;2;3;3;3;2;2;2;2
1;1;1;0;0;0;1;0;1;0;1;49;3;3;0;0;1;20122017;1;2;1;1;1;1;4;1;3;1;3;3;4;1;4;1;0;1;1;4;0;1;4;4;1;1;1;4;1;1;4;1;1;2;1;1;3;1;1;1;4;1;1
1,01;1;1;0;0;0;2;0;1;0;2;70;2;2;0;0;1;4092017;1;1;0;4;0;4;4;4;4;0;4;1;1;0;4;0;4;1;0;0;0;0;0;4;0;4;0;4;0;1;4;1;1;4;4;4;1;0;4;4;0;0;4
1,02;1;1;0;0;0;2;0;1;0;1;54;2;4;0;0;1;9052019;1;2;2;3;3;2;4;2;2;1;3;2;3;2;4;3;2;2;2;4;2;1;3;3;2;3;2;3;2;3;3;4;4;3;3;2;2;2;4;4;4;2;2
1,03;1;1;0;0;0;2;0;1;0;1;55;1;3;0;0;1;8032019;1;3;1;1;1;1;4;1;3;1;4;3;4;2;3;4;4;1;1;3;4;1;3;4;1;4;3;4;2;4;3;1;2;1;4;1;3;3;4;3;4;1;4
1,04;1;2;0;0;0;4;0;1;6;2;73;2;2;0;0;1;5122017;1;1;3;3;2;2;3;1;3;3;4;4;4;3;3;4;4;1;3;3;3;1;3;4;3;3;2;4;2;3;4;3;3;3;2;2;3;2;2;3;3;2;2
1,05;1;2;0;0;0;4;0;1;7;2;82;4;5;0;0;1;27022019;1;1;1;1;1;3;2;1;3;1;2;2;4;3;4;3;2;1;1;4;2;1;4;2;2;2;2;3;2;2;4;2;2;3;2;2;3;2;2;4;4;2;1
1,06;1;2;0;0;0;4;0;1;8;1;78;2;2;0;0;1;25022019;1;4;2;2;2;2;0;0;0;0;0;2;3;2;2;0;0;1;0;3;0;0;4;3;2;0;2;3;2;0;3;2;2;0;0;0;0;0;0;2;4;2;2
1,07;1;2;0;0;0;4;0;1;7;1;74;2;4;0;0;1;9032018;1;4;2;3;1;3;0;0;0;0;0;2;2;2;4;4;0;1;0;2;0;0;2;2;2;2;4;4;2;0;2;2;2;2;0;0;0;0;0;2;3;2;2
1,08;1;2;5;28062019;15;4;0;1;1;1;77;2;4;0;0;1;29032019;1;4;4;3;3;2;0;0;0;1;0;4;4;2;2;3;0;1;0;3;0;1;3;2;2;2;3;3;3;0;4;2;2;2;0;0;0;0;0;3;4;2;2
1,09;1;1;2;0;0;2;0;1;0;2;69;2;3;0;0;1;24062015;1;2;1;2;1;1;3;1;2;2;3;2;4;1;4;1;3;1;3;3;3;1;3;2;1;3;1;3;1;2;4;3;2;2;3;1;2;1;3;4;4;1;1
1,1;1;1;2;0;0;2;0;1;0;1;75;2;3;0;0;1;6022017;1;2;2;2;1;1;4;1;1;1;4;2;4;1;3;1;3;1;1;4;3;1;3;3;2;1;1;4;1;1;3;3;1;3;3;1;1;1;4;4;3;1;1
1,11;1;1;2;0;0;2;0;1;0;2;80;2;3;0;0;1;8052018;1;1;2;2;2;2;3;2;3;1;2;3;3;1;4;1;2;3;1;2;2;1;4;1;1;1;4;3;2;2;4;3;2;3;2;1;2;1;1;4;3;3;2
1,12;1;1;2;0;0;2;0;1;0;2;70;2;4;0;0;1;20112018;1;1;3;4;1;3;4;2;2;1;4;2;2;2;4;4;1;4;1;1;3;1;2;3;3;1;1;3;3;1;2;4;4;4;3;1;1;3;3;2;3;2;2
1,13;1;2;0;0;0;4;0;1;7;2;68;2;2;0;0;1;11102017;1;1;3;2;2;2;3;2;1;1;4;2;4;2;3;1;3;1;1;4;4;1;4;2;2;2;2;4;4;3;4;2;2;3;2;2;3;2;3;4;4;1;2
1,14;1;2;0;0;0;4;0;1;8;2;69;2;5;0;0;1;24102018;2;2;1;3;2;1;0;0;0;0;0;3;4;1;4;1;0;1;0;4;0;0;0;2;1;2;1;4;1;0;4;2;1;2;0;0;0;0;0;0;1;2;1
1,15;1;1;0;0;0;1;0;1;0;1;84;4;2;0;0;1;22012019;1;2;1;3;1;2;4;1;4;1;4;1;4;1;4;0;4;1;0;4;3;1;4;4;1;4;2;4;1;1;1;1;1;1;4;3;4;1;4;4;4;3;1
1,16;1;1;2;0;0;2;0;1;0;2;81;2;5;0;0;1;22062018;1;2;2;2;1;1;4;1;1;1;1;1;4;1;4;4;1;1;1;4;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;2;1
1,17;1;1;0;0;0;2;0;1;0;1;71;2;3;0;0;1;25102017;1;2;1;1;1;1;0;0;0;1;0;4;4;1;4;4;0;0;1;4;0;1;4;4;1;0;0;4;1;1;4;1;1;4;0;1;0;0;0;1;4;1;1
1,18;1;1;0;0;0;2;0;1;0;2;74;4;3;0;0;1;12032018;1;2;3;1;1;1;4;0;1;1;4;3;4;1;4;3;0;1;1;3;4;1;4;4;3;4;4;4;1;2;2;4;1;2;3;1;3;1;2;3;4;1;1
1,19;1;1;0;0;0;2;0;1;0;2;73;2;4;0;0;1;30042019;1;1;2;3;2;2;3;1;3;1;4;4;4;1;4;2;4;2;1;4;1;1;3;4;1;3;3;4;1;3;3;2;2;0;1;1;4;1;1;1;4;1;1
1,2;1;1;0;0;0;2;0;1;0;2;66;1;5;0;0;1;7022019;1;2;1;1;1;1;1;1;1;1;1;4;4;1;4;1;1;1;1;4;1;1;4;3;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;4;4;1;1
