1,21;1;1;0;0;0;2;0;1;0;1;70;2;4;0;0;1;22022019;1;3;1;2;1;2;4;3;4;1;3;1;2;3;2;4;3;1;1;3;3;1;3;4;4;3;3;3;3;1;4;3;3;3;3;1;3;1;1;3;4;3;1
1,22;1;1;0;0;0;2;0;1;0;2;69;2;3;0;0;1;9092018;1;1;1;2;4;1;1;1;4;4;1;4;4;1;4;3;1;1;1;4;1;1;4;4;4;1;1;3;1;1;4;1;1;3;1;1;4;1;4;1;4;1;2
1,23;1;1;0;0;0;1;0;1;0;1;81;1;4;0;0;1;11012019;1;2;1;1;1;1;1;0;3;1;4;1;4;1;4;0;0;1;0;4;1;1;4;1;1;4;3;4;1;1;4;1;1;1;1;1;1;1;4;4;4;1;1
1,24;1;1;0;0;0;2;0;1;0;1;74;4;2;0;0;1;15112017;1;2;1;3;1;1;4;1;0;1;1;1;1;1;4;1;0;1;1;4;0;1;0;0;0;0;1;4;1;0;4;1;1;0;0;1;0;0;0;4;4;1;1
1,25;1;1;0;0;0;2;0;1;0;1;72;1;2;0;0;1;29042019;1;1;1;1;1;1;4;1;4;1;4;4;3;1;4;2;3;1;1;4;3;1;4;3;1;2;1;4;1;1;4;1;1;1;2;1;3;1;1;1;3;2;1
1,26;1;1;0;0;0;1;0;1;0;1;78;2;2;0;0;1;25062019;1;2;4;4;2;1;0;0;1;1;1;4;1;1;1;0;0;1;0;1;0;0;1;4;4;0;1;3;4;4;4;4;4;4;0;0;0;1;4;1;4;4;4
1,27;1;1;0;0;0;5;0;1;4;1;65;3;3;0;0;1;7112018;1;1;2;2;3;2;3;3;3;1;1;2;2;2;2;1;1;2;2;3;1;1;4;2;2;2;4;4;1;4;3;2;1;1;1;1;2;2;1;1;1;1;1
1,28;1;1;2;0;0;2;0;1;0;1;66;2;4;0;0;1;2052019;1;2;3;2;2;1;4;1;1;1;4;2;2;1;0;2;3;1;1;2;4;1;1;3;1;3;2;3;2;3;3;3;2;2;1;1;1;2;4;3;4;1;0
1,29;1;1;2;0;0;2;0;1;0;2;79;2;2;0;0;1;18072019;1;2;1;3;2;1;4;1;4;1;3;2;4;1;4;1;3;4;1;4;2;1;4;4;1;1;2;4;1;1;3;2;1;2;1;1;1;1;3;4;4;1;1
1,3;1;1;2;0;0;2;0;1;0;1;53;3;5;0;0;1;23082019;1;2;0;1;3;1;4;1;4;1;1;3;2;1;2;1;2;3;1;1;4;1;2;4;4;3;2;2;3;3;3;3;2;1;3;2;1;1;4;4;4;4;2
1,31;1;3;0;0;0;6;0;2;0;1;63;2;5;0;0;1;3022017;1;0;3;3;2;1;2;1;2;2;3;4;3;2;1;2;4;4;1;1;1;2;1;1;4;4;4;1;3;1;1;1;1;4;2;1;4;4;1;1;4;1;1
1,32;1;3;0;0;0;6;0;1;0;1;41;3;4;0;0;1;2042018;2;5;3;4;3;4;3;1;4;4;2;3;2;1;2;3;1;4;1;2;2;1;3;4;4;4;3;4;3;4;1;4;4;4;3;1;2;1;1;1;1;1;1
1,33;1;3;0;0;0;6;0;1;9;2;73;2;3;0;0;1;4062018;1;5;3;4;1;3;4;1;3;1;4;2;4;3;4;2;2;2;1;3;4;1;3;2;2;4;4;2;2;4;4;4;3;2;4;1;1;1;4;2;4;3;4
124;1;3;0;0;0;0;0;0;0;0;59;2;3;0;0;1;27022018;1;1;1;4;3;3;4;1;1;1;4;4;4;2;4;3;3;1;1;4;4;1;4;4;4;4;1;4;2;4;4;3;4;4;4;1;1;1;4;3;4;1;1
2,22;1;1;0;0;0;1;0;1;0;1;77;4;6;0;0;1;6092019;1;2;4;3;1;4;4;1;4;1;4;4;0;4;4;3;4;1;1;1;1;4;1;4;3;0;3;4;4;4;4;4;4;4;4;1;4;1;4;4;4;1;4
2,23;1;1;0;0;0;1;0;1;0;2;64;1;4;0;0;1;15072019;1;2;3;4;1;4;4;1;1;1;4;1;3;1;1;1;0;4;1;3;0;1;1;4;4;4;1;4;4;0;4;4;1;4;0;0;0;0;4;4;4;1;4
2,24;1;1;2;0;0;2;0;1;0;1;53;1;7;0;0;1;7052018;1;1;2;2;1;1;4;1;1;1;4;3;4;1;2;4;4;4;1;2;4;1;3;4;1;4;4;4;1;3;4;2;2;2;4;1;1;1;4;4;4;2;2
2,25;1;1;2;0;0;2;0;1;0;2;58;2;3;0;0;1;23122018;1;2;0;3;1;3;4;1;4;1;4;3;4;1;1;1;4;4;1;2;4;1;4;1;3;4;4;1;4;4;1;2;2;4;4;1;1;1;4;4;4;3;4
2,26;1;1;2;0;0;2;0;1;0;1;70;3;2;0;0;1;1062016;1;1;2;3;4;4;4;1;2;1;4;3;4;1;2;2;4;1;1;2;4;1;3;4;4;4;4;4;4;1;4;4;4;4;2;1;2;1;4;4;4;1;4
2,27;1;1;2;0;0;2;0;1;0;1;72;2;2;0;0;1;7062014;1;2;3;3;3;2;3;1;1;1;3;3;2;1;1;3;3;1;1;2;1;1;2;2;3;3;2;3;3;1;3;4;3;2;2;1;1;1;3;2;4;1;2
2,28;1;1;2;0;0;2;0;1;0;1;75;2;3;0;0;1;8072019;1;1;1;4;3;1;4;1;4;1;3;2;2;1;2;2;3;1;1;3;1;1;2;3;3;2;4;4;2;1;3;3;2;3;3;1;1;1;4;3;3;1;2
2,29;1;1;2;0;0;2;0;1;0;1;55;2;4;0;0;1;27052019;1;2;2;4;1;4;4;1;1;1;4;4;4;1;4;2;4;4;1;4;3;1;3;4;4;4;1;4;1;4;4;2;2;2;1;1;1;1;4;4;4;1;1
2,3;1;1;2;0;0;2;0;1;0;2;63;2;4;0;0;1;3102016;1;2;1;1;1;1;3;1;0;1;3;1;3;1;3;1;1;1;1;3;1;1;3;3;1;0;1;3;1;1;2;1;1;1;0;1;1;1;4;1;4;1;1
2,31;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;4;1;1;1;4;2;3;1;4;3;4;1;1;4;2;1;2;4;1;4;1;4;1;1;4;1;2;2;4;1;2;1;1;3;1;1;4
2,32;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;2;1;3;4;1;2;4;4;1;3;3;2;1;3;4;1;1;3;4;4;1;2;4;3;1;1;3;3;3;1;1;4;1;1;3;4;2;3
2,33;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;1;3;1;3;3;2;2;3;0;2;1;1;3;3;1;3;2;3;2;1;2;2;2;4;2;3;2;3;2;3;1;2;2;4;3;2
125;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;4;2;2;1;3;3;2;1;4;4;4;1;2;1;2;1;2;2;2;3;4;2;4;2;4;4;4;1;1;2;1;3;1;4;1;2;2
3,22;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;3;2;2;1;1;2;3;2;3;4;3;2;2;1;2;1;2;2;3;4;1;3;2;3;1;2;4;4;4;1;0;1;1;1;4;2;4;2
3,23;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;3;2;2;1;2;3;4;1;4;2;2;1;3;3;2;2;2;2;2;2;2;3;2;1;4;3;3;3;1;2;2;1;2;4;1;2;3
3,24;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;4;1;1;1;4;4;4;1;4;3;3;1;1;4;3;1;4;4;3;2;2;4;2;3;4;2;2;3;1;1;3;1;4;2;4;2;1
3,25;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;1;1;1;3;1;1;3;3;1;3;1;1;1;1;3;1;1;2;3;2;1;3;3;2;1;3;2;2;2;1;1;3;1;1;3;3;1;2
3,26;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;2;1;1;1;1;1;3;3;3;3;4;1;3;1;1;1;1;1;3;3;1;1;3;3;1;3;3;2;3;1;1;1;1;1;3;2;3;2
3,27;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;4;1;2;2;1;1;1;2;1;1;2;1;1;1;1;3;1;2;1;1;1;1;1;1;3;1;1;2;4;1;1
3,28;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;1;1;1;1;4;4;4;2;4;3;1;4;1;4;1;1;4;4;4;4;1;3;1;1;4;2;2;3;1;1;1;1;1;4;3;2;2
3,29;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;2;1;1;2;1;1;2;1;1;2;3;2;1;1;2;1;2;1;2;2;1;2;2;2;1;3;3;3;2;1;2;2;1;1;2;2;3;2
3,3;1;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;1;1;1;1;3;3;1;3;3;1;1;1;3;1;1;3;1;2;1;1;1;1;1;4;4;4;2;1;1;1;1;1;2;4;1;3
3,31;1;1;4;22052019;0;3;0;0;0;1;65;2;4;0;0;1;0;1;0;3;4;2;4;4;4;4;1;1;3;2;3;2;1;1;1;2;2;2;1;3;3;1;1;4;3;1;3;2;2;1;2;1;1;2;3;3;1;1;2;1
3,32;1;1;4;11062019;0;3;0;2;0;1;64;3;3;0;0;0;0;1;0;2;2;3;2;3;3;3;1;1;2;2;2;2;1;1;2;2;3;1;1;4;2;2;2;4;4;1;4;3;2;1;1;1;1;2;2;1;1;1;1;1
3,33;1;1;4;5082019;15;3;0;0;0;2;67;2;3;0;0;1;0;1;0;2;4;3;3;3;1;3;1;2;3;3;3;4;2;2;2;2;3;3;1;3;4;3;2;2;4;2;1;4;3;3;4;3;3;4;1;1;4;4;3;2
